0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00
6.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01
8.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01
9.000000000000000000e+00,2.000000000000000000e+00,1.600000000000000000e+01
1.400000000000000000e+01,2.000000000000000000e+00,1.700000000000000000e+01
1.600000000000000000e+01,2.000000000000000000e+00,1.800000000000000000e+01
1.400000000000000000e+01,5.000000000000000000e+00,2.300000000000000000e+01
1.800000000000000000e+01,6.000000000000000000e+00,2.400000000000000000e+01
2.200000000000000000e+01,6.000000000000000000e+00,2.800000000000000000e+01
3.400000000000000000e+01,8.000000000000000000e+00,3.200000000000000000e+01
3.800000000000000000e+01,9.000000000000000000e+00,3.900000000000000000e+01
4.600000000000000000e+01,9.000000000000000000e+00,4.700000000000000000e+01
5.200000000000000000e+01,1.000000000000000000e+01,5.700000000000000000e+01
6.200000000000000000e+01,1.200000000000000000e+01,6.100000000000000000e+01
7.300000000000000000e+01,1.600000000000000000e+01,7.100000000000000000e+01
8.600000000000000000e+01,1.800000000000000000e+01,8.600000000000000000e+01
1.050000000000000000e+02,2.000000000000000000e+01,1.070000000000000000e+02
1.240000000000000000e+02,2.400000000000000000e+01,1.210000000000000000e+02
1.490000000000000000e+02,2.800000000000000000e+01,1.390000000000000000e+02
1.670000000000000000e+02,4.400000000000000000e+01,1.680000000000000000e+02
1.950000000000000000e+02,4.700000000000000000e+01,2.080000000000000000e+02
2.370000000000000000e+02,5.600000000000000000e+01,2.330000000000000000e+02
2.820000000000000000e+02,6.400000000000000000e+01,2.890000000000000000e+02
3.210000000000000000e+02,7.500000000000000000e+01,3.450000000000000000e+02
3.730000000000000000e+02,9.000000000000000000e+01,3.950000000000000000e+02
4.530000000000000000e+02,1.070000000000000000e+02,4.350000000000000000e+02
5.390000000000000000e+02,1.270000000000000000e+02,5.010000000000000000e+02
6.330000000000000000e+02,1.500000000000000000e+02,5.560000000000000000e+02
7.370000000000000000e+02,1.790000000000000000e+02,6.480000000000000000e+02
8.540000000000000000e+02,2.150000000000000000e+02,7.450000000000000000e+02
9.810000000000000000e+02,2.490000000000000000e+02,8.500000000000000000e+02
1.126000000000000000e+03,2.970000000000000000e+02,9.720000000000000000e+02
1.293000000000000000e+03,3.500000000000000000e+02,1.070000000000000000e+03
1.496000000000000000e+03,3.990000000000000000e+02,1.198000000000000000e+03
1.687000000000000000e+03,4.670000000000000000e+02,1.317000000000000000e+03
1.863000000000000000e+03,5.680000000000000000e+02,1.446000000000000000e+03
2.057000000000000000e+03,6.690000000000000000e+02,1.538000000000000000e+03
2.247000000000000000e+03,7.890000000000000000e+02,1.621000000000000000e+03
2.438000000000000000e+03,9.250000000000000000e+02,1.664000000000000000e+03
2.641000000000000000e+03,1.075000000000000000e+03,1.686000000000000000e+03
2.823000000000000000e+03,1.241000000000000000e+03,1.681000000000000000e+03
2.945000000000000000e+03,1.432000000000000000e+03,1.744000000000000000e+03
3.079000000000000000e+03,1.657000000000000000e+03,1.699000000000000000e+03
3.185000000000000000e+03,1.903000000000000000e+03,1.623000000000000000e+03
3.250000000000000000e+03,2.172000000000000000e+03,1.557000000000000000e+03
3.317000000000000000e+03,2.450000000000000000e+03,1.469000000000000000e+03
3.347000000000000000e+03,2.741000000000000000e+03,1.390000000000000000e+03
3.321000000000000000e+03,3.053000000000000000e+03,1.327000000000000000e+03
3.256000000000000000e+03,3.381000000000000000e+03,1.244000000000000000e+03
3.143000000000000000e+03,3.729000000000000000e+03,1.173000000000000000e+03
3.033000000000000000e+03,4.081000000000000000e+03,1.052000000000000000e+03
2.962000000000000000e+03,4.390000000000000000e+03,9.400000000000000000e+02
2.795000000000000000e+03,4.744000000000000000e+03,8.630000000000000000e+02
2.634000000000000000e+03,5.096000000000000000e+03,7.600000000000000000e+02
2.498000000000000000e+03,5.432000000000000000e+03,6.440000000000000000e+02
2.312000000000000000e+03,5.773000000000000000e+03,5.570000000000000000e+02
2.117000000000000000e+03,6.093000000000000000e+03,4.980000000000000000e+02
1.944000000000000000e+03,6.380000000000000000e+03,4.440000000000000000e+02
1.774000000000000000e+03,6.641000000000000000e+03,3.980000000000000000e+02
1.620000000000000000e+03,6.875000000000000000e+03,3.460000000000000000e+02
1.441000000000000000e+03,7.118000000000000000e+03,3.200000000000000000e+02
1.285000000000000000e+03,7.356000000000000000e+03,2.670000000000000000e+02
1.162000000000000000e+03,7.540000000000000000e+03,2.320000000000000000e+02
1.021000000000000000e+03,7.734000000000000000e+03,1.960000000000000000e+02
8.620000000000000000e+02,7.932000000000000000e+03,1.700000000000000000e+02
7.380000000000000000e+02,8.089000000000000000e+03,1.530000000000000000e+02
6.400000000000000000e+02,8.217000000000000000e+03,1.360000000000000000e+02
5.600000000000000000e+02,8.326000000000000000e+03,1.210000000000000000e+02
5.010000000000000000e+02,8.415000000000000000e+03,9.600000000000000000e+01
4.320000000000000000e+02,8.498000000000000000e+03,8.900000000000000000e+01
3.870000000000000000e+02,8.563000000000000000e+03,7.200000000000000000e+01
3.210000000000000000e+02,8.642000000000000000e+03,6.200000000000000000e+01
2.780000000000000000e+02,8.702000000000000000e+03,4.800000000000000000e+01
2.340000000000000000e+02,8.755000000000000000e+03,4.100000000000000000e+01
2.080000000000000000e+02,8.794000000000000000e+03,3.000000000000000000e+01
1.810000000000000000e+02,8.827000000000000000e+03,2.600000000000000000e+01
1.600000000000000000e+02,8.858000000000000000e+03,2.200000000000000000e+01
1.380000000000000000e+02,8.886000000000000000e+03,2.000000000000000000e+01
1.130000000000000000e+02,8.917000000000000000e+03,1.600000000000000000e+01
1.060000000000000000e+02,8.930000000000000000e+03,1.300000000000000000e+01
8.800000000000000000e+01,8.950000000000000000e+03,1.300000000000000000e+01
7.600000000000000000e+01,8.963000000000000000e+03,1.400000000000000000e+01
6.000000000000000000e+01,8.980000000000000000e+03,1.400000000000000000e+01
5.200000000000000000e+01,8.990000000000000000e+03,1.200000000000000000e+01
4.400000000000000000e+01,9.002000000000000000e+03,9.000000000000000000e+00
4.000000000000000000e+01,9.008000000000000000e+03,9.000000000000000000e+00
3.100000000000000000e+01,9.018000000000000000e+03,8.000000000000000000e+00
2.700000000000000000e+01,9.024000000000000000e+03,7.000000000000000000e+00
2.500000000000000000e+01,9.030000000000000000e+03,3.000000000000000000e+00
2.100000000000000000e+01,9.036000000000000000e+03,2.000000000000000000e+00
1.900000000000000000e+01,9.038000000000000000e+03,2.000000000000000000e+00
1.800000000000000000e+01,9.039000000000000000e+03,3.000000000000000000e+00
1.700000000000000000e+01,9.040000000000000000e+03,3.000000000000000000e+00
1.500000000000000000e+01,9.042000000000000000e+03,3.000000000000000000e+00
1.100000000000000000e+01,9.046000000000000000e+03,5.000000000000000000e+00
1.100000000000000000e+01,9.048000000000000000e+03,3.000000000000000000e+00
1.000000000000000000e+01,9.049000000000000000e+03,3.000000000000000000e+00
9.000000000000000000e+00,9.051000000000000000e+03,2.000000000000000000e+00
5.000000000000000000e+00,9.055000000000000000e+03,3.000000000000000000e+00
3.000000000000000000e+00,9.057000000000000000e+03,3.000000000000000000e+00
3.000000000000000000e+00,9.057000000000000000e+03,3.000000000000000000e+00
3.000000000000000000e+00,9.057000000000000000e+03,3.000000000000000000e+00
5.000000000000000000e+00,9.057000000000000000e+03,1.000000000000000000e+00
5.000000000000000000e+00,9.057000000000000000e+03,1.000000000000000000e+00
6.000000000000000000e+00,9.057000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+00,9.059000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+00,9.059000000000000000e+03,0.000000000000000000e+00
3.000000000000000000e+00,9.060000000000000000e+03,0.000000000000000000e+00
3.000000000000000000e+00,9.060000000000000000e+03,0.000000000000000000e+00
3.000000000000000000e+00,9.060000000000000000e+03,0.000000000000000000e+00
3.000000000000000000e+00,9.060000000000000000e+03,0.000000000000000000e+00
3.000000000000000000e+00,9.060000000000000000e+03,0.000000000000000000e+00
1.000000000000000000e+00,9.062000000000000000e+03,0.000000000000000000e+00
1.000000000000000000e+00,9.062000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,9.063000000000000000e+03,0.000000000000000000e+00
